path,recommendation,reasons
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/CONSOLIDATION_LOG_2025-10-Phase1.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/DOC_INVENTORY_FOR_AUDIT.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/CONSOLIDATION_MAP.md,UPDATE,has_broken_links;references_archived
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/CONSOLIDATION_PHASE1_COMPLETE.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/README.md,CONSOLIDATE,duplicate_topic:readme;references_archived
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/PHASE1_VERIFICATION_SUMMARY_2025-10-16.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/cotton_detection/MIGRATION_GUIDE.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/yanthra_move/DOCS_CLEANUP_SUMMARY.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/yanthra_move/LEGACY_COTTON_DETECTION_DEPRECATED.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE1_3_COMPLETE.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE1_1_COMPLETE.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE1_4_COMPLETE.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE0_COMPLETION_SUMMARY.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE2_IMPLEMENTATION_PLAN.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE1_2_COMPLETE.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE1_DEPTHAI_CPP_INTEGRATION_GUIDE.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE0_PYTHON_CRITICAL_FIXES.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/getting-started/QUICK_START.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/superseded/MOTOR_TUNING_GUIDE_2025-10-09_ODrive.md,UPDATE,has_broken_links;references_archived
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/superseded/TODO_CONSOLIDATED.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/superseded/PRODUCTION_SYSTEM_EXPLAINED_2025-10-10_Monolithic.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/superseded/README.md,CONSOLIDATE,duplicate_topic:readme;references_archived
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/EXECUTION_PLAN_2025-09-30.md,UPDATE,has_broken_links;references_archived
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/STATUS_REVIEW_CORRECTION_2025-09-30.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/IMPLEMENTATION_STATUS.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/CRITICAL_PRIORITY_FIXES_STATUS.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/IMPLEMENTATION_FIXES.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/README.md,CONSOLIDATE,duplicate_topic:readme;references_archived
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/CPP_IMPLEMENTATION_START_HERE.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/CPP_IMPLEMENTATION_TASK_TRACKER.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/session-summaries/SESSION_SUMMARY_2025-10-08.md,CONSOLIDATE,duplicate_topic:session-summary
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/session-summaries/SESSION_SUMMARY_PHASE1_COMPLETE.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/session-summaries/README.md,CONSOLIDATE,duplicate_topic:readme;has_broken_links;references_archived
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/tier-completion/TIER1_2_COMPLETE.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/tier-completion/TIER1_1_COMPLETE.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/tier-completion/TIER3_1_COMPLETE.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/tier-completion/TIER2_2_COMPLETE.md,UPDATE,has_broken_links;references_archived
/home/uday/Downloads/pragati_ros2/docs/evidence/2025-10-15/SAFETY_MONITOR_IMPLEMENTATION_COMPLETE.md,UPDATE,has_broken_links
/home/uday/Downloads/pragati_ros2/docs/guides/hardware/HARDWARE_TESTING_QUICKSTART.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/guides/hardware/RPi_POWER_MGMT_FIX_SUMMARY.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/guides/hardware/RPi_FIX_INSTRUCTIONS.md,KEEP,
/home/uday/Downloads/pragati_ros2/docs/guides/software/BUILD_VERIFICATION.md,KEEP,
